,FYear,FMonth,FDay,FD06,Departure,CityDeparture,Arrival,CityArrival,WeekOfYear,Trimester,Distance,Start,Finish
5031,2011,12,01,3.0,3,5,17,16,48.0,3.0,62,SW,SW
5032,2012,11,07,2.0,3,5,17,16,45.0,3.0,62,SW,SW
5033,2012,12,18,1.0,4,4,10,9,51.0,3.0,27,SE,SW
5034,2013,01,31,3.0,11,12,0,0,5.0,1.0,6,NE,SE
5035,2012,09,14,4.0,4,4,16,15,37.0,3.0,28,SE,SE
5036,2012,10,17,2.0,11,12,5,6,42.0,3.0,61,NE,NE
5037,2011,12,25,6.0,1,1,15,3,51.0,3.0,22,NE,NE
5038,2012,05,23,2.0,18,18,15,3,21.0,1.0,42,NW,NE
5039,2012,07,28,5.0,15,3,10,9,30.0,2.0,39,NE,SW
5040,2012,10,29,0.0,6,13,19,17,44.0,3.0,50,NE,SW
5041,2012,02,22,2.0,0,0,11,12,8.0,1.0,6,SE,NE
5042,2011,10,14,4.0,19,17,9,8,41.0,3.0,56,SW,SW
5043,2012,01,18,2.0,5,6,11,12,3.0,1.0,61,NE,NE
5044,2011,10,26,2.0,18,18,3,5,43.0,3.0,25,NW,SW
5045,2013,01,29,1.0,9,8,10,9,5.0,1.0,38,SW,SW
5046,2011,10,25,1.0,14,11,3,5,43.0,3.0,4,NE,SW
5047,2012,06,07,3.0,0,0,15,3,23.0,2.0,60,SE,NE
5048,2012,03,30,4.0,11,12,0,0,13.0,1.0,6,NE,SE
5049,2011,09,18,6.0,2,2,11,12,37.0,3.0,59,SE,NE
5050,2012,05,15,1.0,15,3,9,8,20.0,1.0,34,NE,SW
5051,2012,04,24,1.0,0,0,4,4,17.0,1.0,5,SE,SE
5052,2011,09,23,4.0,5,6,11,12,38.0,3.0,61,NE,NE
5053,2012,06,10,6.0,15,3,1,1,23.0,2.0,22,NE,NE
5054,2011,11,13,6.0,19,17,9,8,45.0,3.0,56,SW,SW
5055,2012,05,27,6.0,4,4,3,5,21.0,1.0,0,SE,SW
5056,2011,12,15,3.0,0,0,19,17,50.0,3.0,43,SE,SW
5057,2012,01,30,0.0,11,12,13,10,5.0,1.0,20,NE,SE
5058,2012,06,26,1.0,18,18,15,3,26.0,2.0,42,NW,NE
5059,2011,10,16,6.0,11,12,1,1,41.0,3.0,35,NE,NE
5060,2012,11,24,5.0,13,10,0,0,47.0,3.0,58,SE,SE
5061,2012,09,23,6.0,0,0,5,6,38.0,3.0,57,SE,NE
5062,2012,02,20,0.0,1,1,19,17,8.0,1.0,53,NE,SW
5063,2012,08,27,0.0,0,0,2,2,35.0,2.0,37,SE,SE
5064,2012,10,30,1.0,0,0,2,2,44.0,3.0,37,SE,SE
5065,2012,07,23,0.0,0,0,12,14,30.0,2.0,55,SE,SE
5066,2011,11,07,0.0,3,5,18,18,45.0,3.0,25,SW,NW
5067,2012,01,19,3.0,10,9,9,8,3.0,1.0,38,SW,SW
5068,2012,05,03,3.0,1,1,0,0,18.0,1.0,18,NE,SE
5069,2012,07,23,0.0,15,3,1,1,30.0,2.0,22,NE,NE
5070,2013,01,20,6.0,1,1,10,9,3.0,1.0,49,NE,SW
5071,2011,09,26,0.0,12,14,6,13,39.0,3.0,14,SE,NE
5072,2011,11,14,0.0,8,12,10,9,46.0,3.0,48,NE,SW
5073,2013,01,01,1.0,1,1,0,0,1.0,1.0,18,NE,SE
5074,2012,05,25,4.0,19,17,9,8,21.0,1.0,56,SW,SW
5075,2012,07,20,4.0,0,0,11,12,29.0,2.0,6,SE,NE
5076,2012,04,27,4.0,9,8,3,5,17.0,1.0,2,SW,SW
5077,2011,12,28,2.0,15,3,9,8,52.0,3.0,34,NE,SW
5078,2012,06,14,3.0,18,18,19,17,24.0,2.0,63,NW,SW
5079,2013,02,26,1.0,6,13,15,3,9.0,1.0,10,NE,NE
5080,2011,11,13,6.0,4,4,9,8,45.0,3.0,24,SE,SW
5081,2011,09,16,4.0,11,12,4,4,37.0,3.0,30,NE,SE
5082,2012,08,31,4.0,4,4,0,0,35.0,2.0,5,SE,SE
5083,2012,08,24,4.0,0,0,11,12,34.0,2.0,6,SE,NE
5084,2012,06,25,0.0,10,9,7,7,26.0,2.0,29,SW,SE
5085,2012,04,13,4.0,10,9,8,12,15.0,1.0,48,SW,NE
5086,2012,04,13,4.0,10,9,6,13,15.0,1.0,47,SW,NE
5087,2012,06,26,1.0,6,13,19,17,26.0,2.0,50,NE,SW
5088,2012,11,14,2.0,9,8,3,5,46.0,3.0,2,SW,SW
5089,2012,04,18,2.0,1,1,0,0,16.0,1.0,18,NE,SE
5090,2013,01,26,5.0,19,17,1,1,4.0,1.0,53,SW,NE
5091,2012,03,19,0.0,0,0,5,6,12.0,1.0,57,SE,NE
5092,2012,09,12,2.0,2,2,0,0,37.0,3.0,37,SE,SE
5093,2012,07,27,4.0,15,3,16,15,30.0,2.0,7,NE,SE
5094,2012,11,22,3.0,5,6,11,12,47.0,3.0,61,NE,NE
5095,2011,12,05,0.0,4,4,10,9,49.0,3.0,27,SE,SW
5096,2012,12,09,6.0,10,9,0,0,49.0,3.0,40,SW,SE
5097,2012,01,04,2.0,15,3,0,0,1.0,1.0,60,NE,SE
5098,2011,10,24,0.0,13,10,11,12,43.0,3.0,20,SE,NE
5099,2011,11,05,5.0,9,8,10,9,44.0,3.0,38,SW,SW
5100,2012,02,02,3.0,15,3,10,9,5.0,1.0,39,NE,SW
5101,2011,09,17,5.0,19,17,9,8,37.0,3.0,56,SW,SW
5102,2012,04,26,3.0,14,11,15,3,17.0,1.0,54,NE,NE
5103,2012,02,14,1.0,11,12,4,4,7.0,1.0,30,NE,SE
5104,2012,03,03,5.0,19,17,8,12,9.0,1.0,51,SW,NE
5105,2011,12,17,5.0,4,4,3,5,50.0,3.0,0,SE,SW
5106,2012,01,02,0.0,11,12,0,0,1.0,1.0,6,NE,SE
5107,2013,02,21,3.0,3,5,17,16,8.0,1.0,62,SW,SW
5108,2011,09,24,5.0,1,1,19,17,38.0,3.0,53,NE,SW
5109,2012,01,21,5.0,6,13,10,9,3.0,1.0,47,NE,SW
5110,2012,02,16,3.0,10,9,3,5,7.0,1.0,17,SW,SW
5111,2012,02,10,4.0,16,15,12,14,6.0,1.0,9,SE,SE
5112,2013,02,24,6.0,10,9,6,13,8.0,1.0,47,SW,NE
5113,2012,08,06,0.0,6,13,12,14,32.0,2.0,14,NE,SE
5114,2013,02,24,6.0,11,12,2,2,8.0,1.0,59,NE,SE
5115,2012,01,11,2.0,19,17,10,9,2.0,1.0,52,SW,SW
5116,2013,02,02,5.0,6,13,12,14,5.0,1.0,14,NE,SE
5117,2011,11,07,0.0,4,4,11,12,45.0,3.0,30,SE,NE
5118,2013,01,08,1.0,18,18,3,5,2.0,1.0,25,NW,SW
5119,2012,07,06,4.0,8,12,10,9,27.0,2.0,48,NE,SW
5120,2012,09,29,5.0,0,0,1,1,39.0,3.0,18,SE,NE
5121,2013,01,21,0.0,10,9,9,8,4.0,1.0,38,SW,SW
5122,2012,05,01,1.0,4,4,0,0,18.0,1.0,5,SE,SE
5123,2011,10,22,5.0,15,3,19,17,42.0,3.0,41,NE,SW
5124,2012,07,27,4.0,0,0,19,17,30.0,2.0,43,SE,SW
5125,2012,08,23,3.0,6,13,12,14,34.0,2.0,14,NE,SE
5126,2011,10,24,0.0,15,3,9,8,43.0,3.0,34,NE,SW
5127,2011,11,29,1.0,1,1,6,13,48.0,3.0,36,NE,NE
5128,2012,12,03,0.0,17,16,15,3,49.0,3.0,31,SW,NE
5129,2011,11,08,1.0,1,1,16,15,45.0,3.0,45,NE,SE
5130,2012,06,22,4.0,18,18,10,9,25.0,2.0,11,NW,SW
5131,2012,04,24,1.0,6,13,0,0,17.0,1.0,3,NE,SE
5132,2012,05,16,2.0,0,0,4,4,20.0,1.0,5,SE,SE
5133,2013,02,07,3.0,12,14,6,13,6.0,1.0,14,SE,NE
5134,2012,03,01,3.0,19,17,3,5,9.0,1.0,23,SW,SW
5135,2012,07,05,3.0,0,0,2,2,27.0,2.0,37,SE,SE
5136,2011,12,08,3.0,0,0,15,3,49.0,3.0,60,SE,NE
5137,2011,10,17,0.0,16,15,0,0,42.0,3.0,1,SE,SE
5138,2012,06,26,1.0,4,4,16,15,26.0,2.0,28,SE,SE
5139,2012,03,27,1.0,18,18,3,5,13.0,1.0,25,NW,SW
5140,2012,02,08,2.0,14,11,0,0,6.0,1.0,15,NE,SE
5141,2012,03,26,0.0,15,3,14,11,13.0,1.0,54,NE,NE
5142,2011,09,17,5.0,6,13,19,17,37.0,3.0,50,NE,SW
5143,2011,11,10,3.0,16,15,4,4,45.0,3.0,28,SE,SE
5144,2012,07,22,6.0,0,0,14,11,29.0,2.0,15,SE,NE
5145,2012,10,15,0.0,11,12,4,4,42.0,3.0,30,NE,SE
5146,2011,09,08,3.0,0,0,16,15,36.0,3.0,1,SE,SE
5147,2013,02,24,6.0,15,3,1,1,8.0,1.0,22,NE,NE
5148,2012,03,18,6.0,15,3,7,7,11.0,1.0,13,NE,SE
5149,2011,11,28,0.0,17,16,3,5,48.0,3.0,62,SW,SW
5150,2011,10,30,6.0,15,3,11,12,43.0,3.0,12,NE,NE
5151,2012,11,13,1.0,15,3,0,0,46.0,3.0,60,NE,SE
5152,2012,04,13,4.0,0,0,1,1,15.0,1.0,18,SE,NE
5153,2012,01,16,0.0,13,10,11,12,3.0,1.0,20,SE,NE
5154,2012,04,10,1.0,15,3,19,17,15.0,1.0,41,NE,SW
5155,2012,03,13,1.0,8,12,10,9,11.0,1.0,48,NE,SW
5156,2012,10,08,0.0,13,10,0,0,41.0,3.0,58,SE,SE
5157,2012,09,29,5.0,11,12,1,1,39.0,3.0,35,NE,NE
5158,2012,10,20,5.0,12,14,16,15,42.0,3.0,9,SE,SE
5159,2012,12,08,5.0,10,9,3,5,49.0,3.0,17,SW,SW
5160,2012,07,24,1.0,11,12,1,1,30.0,2.0,35,NE,NE
5161,2012,07,06,4.0,10,9,4,4,27.0,2.0,27,SW,SE
5162,2012,01,05,3.0,18,18,15,3,1.0,1.0,42,NW,NE
5163,2012,08,22,2.0,1,1,0,0,34.0,2.0,18,NE,SE
5164,2012,06,30,5.0,0,0,14,11,26.0,2.0,15,SE,NE
5165,2012,01,09,0.0,10,9,6,13,2.0,1.0,47,SW,NE
5166,2012,12,23,6.0,11,12,15,3,51.0,3.0,12,NE,NE
5167,2012,12,03,0.0,19,17,15,3,49.0,3.0,41,SW,NE
5168,2012,07,29,6.0,19,17,10,9,30.0,2.0,52,SW,SW
5169,2012,06,01,4.0,4,4,0,0,22.0,2.0,5,SE,SE
5170,2013,01,15,1.0,0,0,2,2,3.0,1.0,37,SE,SE
5171,2011,12,17,5.0,4,4,0,0,50.0,3.0,5,SE,SE
5172,2012,04,16,0.0,1,1,10,9,16.0,1.0,49,NE,SW
5173,2012,09,26,2.0,3,5,0,0,39.0,3.0,26,SW,SE
5174,2011,12,16,4.0,1,1,6,13,50.0,3.0,36,NE,NE
5175,2012,07,05,3.0,18,18,10,9,27.0,2.0,11,NW,SW
5176,2013,01,12,5.0,8,12,10,9,2.0,1.0,48,NE,SW
5177,2011,09,13,1.0,3,5,9,8,37.0,3.0,2,SW,SW
5178,2012,12,05,2.0,19,17,10,9,49.0,3.0,52,SW,SW
5179,2012,03,21,2.0,13,10,0,0,12.0,1.0,58,SE,SE
5180,2013,02,13,2.0,10,9,0,0,7.0,1.0,40,SW,SE
5181,2012,05,22,1.0,9,8,8,12,21.0,1.0,46,SW,NE
5182,2012,06,10,6.0,15,3,4,4,23.0,2.0,8,NE,SE
5183,2013,01,28,0.0,1,1,10,9,5.0,1.0,49,NE,SW
5184,2012,06,26,1.0,1,1,15,3,26.0,2.0,22,NE,NE
5185,2012,10,09,1.0,0,0,6,13,41.0,3.0,3,SE,NE
5186,2012,09,24,0.0,0,0,12,14,39.0,3.0,55,SE,SE
5187,2012,02,11,5.0,9,8,4,4,6.0,1.0,24,SW,SE
5188,2012,01,08,6.0,15,3,10,9,1.0,1.0,39,NE,SW
5189,2011,11,22,1.0,1,1,6,13,47.0,3.0,36,NE,NE
5190,2012,06,25,0.0,6,13,15,3,26.0,2.0,10,NE,NE
5191,2011,09,10,5.0,15,3,10,9,36.0,3.0,39,NE,SW
5192,2012,10,28,6.0,4,4,16,15,43.0,3.0,28,SE,SE
5193,2012,03,05,0.0,4,4,10,9,10.0,1.0,27,SE,SW
5194,2011,09,19,0.0,18,18,19,17,38.0,3.0,63,NW,SW
5195,2012,02,07,1.0,15,3,18,18,6.0,1.0,42,NE,NW
5196,2012,01,29,6.0,18,18,19,17,4.0,1.0,63,NW,SW
5197,2012,07,15,6.0,8,12,13,10,28.0,2.0,19,NE,SE
5198,2012,04,10,1.0,4,4,15,3,15.0,1.0,8,SE,NE
5199,2012,11,17,5.0,1,1,11,12,46.0,3.0,35,NE,NE
5200,2012,03,29,3.0,0,0,10,9,13.0,1.0,40,SE,SW
5201,2012,07,26,3.0,15,3,10,9,30.0,2.0,39,NE,SW
5202,2011,09,30,4.0,7,7,10,9,39.0,3.0,29,SE,SW
5203,2011,12,29,3.0,2,2,0,0,52.0,3.0,37,SE,SE
5204,2012,12,13,3.0,19,17,1,1,50.0,3.0,53,SW,NE
5205,2013,02,28,3.0,16,15,4,4,9.0,1.0,28,SE,SE
5206,2012,10,25,3.0,4,4,16,15,43.0,3.0,28,SE,SE
5207,2011,12,26,0.0,19,17,1,1,52.0,3.0,53,SW,NE
5208,2012,07,20,4.0,8,12,9,8,29.0,2.0,46,NE,SW
5209,2012,05,16,2.0,16,15,1,1,20.0,1.0,45,SE,NE
5210,2012,06,30,5.0,3,5,9,8,26.0,2.0,2,SW,SW
5211,2012,11,24,5.0,16,15,15,3,47.0,3.0,7,SE,NE
5212,2013,01,01,1.0,3,5,18,18,1.0,1.0,25,SW,NW
5213,2012,10,05,4.0,3,5,4,4,40.0,3.0,0,SW,SE
5214,2012,09,08,5.0,15,3,3,5,36.0,3.0,21,NE,SW
5215,2011,09,22,3.0,1,1,10,9,38.0,3.0,49,NE,SW
5216,2011,12,16,4.0,0,0,6,13,50.0,3.0,3,SE,NE
5217,2012,10,30,1.0,15,3,19,17,44.0,3.0,41,NE,SW
5218,2012,06,20,2.0,15,3,1,1,25.0,2.0,22,NE,NE
5219,2011,10,18,1.0,9,8,3,5,42.0,3.0,2,SW,SW
5220,2011,11,13,6.0,19,17,1,1,45.0,3.0,53,SW,NE
5221,2011,10,14,4.0,12,14,16,15,41.0,3.0,9,SE,SE
5222,2012,12,13,3.0,10,9,0,0,50.0,3.0,40,SW,SE
5223,2011,10,19,2.0,19,17,15,3,42.0,3.0,41,SW,NE
5224,2011,10,06,3.0,0,0,5,6,40.0,3.0,57,SE,NE
5225,2012,04,10,1.0,10,9,18,18,15.0,1.0,11,SW,NW
5226,2013,01,13,6.0,6,13,1,1,2.0,1.0,36,NE,NE
5227,2012,12,09,6.0,9,8,15,3,49.0,3.0,34,SW,NE
5228,2012,06,02,5.0,19,17,3,5,22.0,2.0,23,SW,SW
5229,2013,02,24,6.0,15,3,4,4,8.0,1.0,8,NE,SE
5230,2012,05,12,5.0,16,15,0,0,19.0,1.0,1,SE,SE
5231,2012,02,21,1.0,3,5,19,17,8.0,1.0,23,SW,SW
5232,2012,09,25,1.0,11,12,15,3,39.0,3.0,12,NE,NE
5233,2012,07,31,1.0,15,3,7,7,31.0,2.0,13,NE,SE
5234,2012,01,04,2.0,13,10,8,12,1.0,1.0,19,SE,NE
5235,2012,11,13,1.0,15,3,9,8,46.0,3.0,34,NE,SW
5236,2011,12,12,0.0,13,10,0,0,50.0,3.0,58,SE,SE
5237,2012,01,24,1.0,19,17,15,3,4.0,1.0,41,SW,NE
5238,2012,04,11,2.0,11,12,15,3,15.0,1.0,12,NE,NE
5239,2012,04,30,0.0,13,10,11,12,18.0,1.0,20,SE,NE
5240,2013,02,09,5.0,0,0,19,17,6.0,1.0,43,SE,SW
5241,2012,08,03,4.0,19,17,3,5,31.0,2.0,23,SW,SW
5242,2012,02,07,1.0,4,4,16,15,6.0,1.0,28,SE,SE
5243,2011,10,03,0.0,19,17,9,8,40.0,3.0,56,SW,SW
5244,2012,10,22,0.0,10,9,8,12,43.0,3.0,48,SW,NE
5245,2012,12,01,5.0,0,0,6,13,48.0,3.0,3,SE,NE
5246,2011,09,07,2.0,1,1,15,3,36.0,3.0,22,NE,NE
5247,2012,11,11,6.0,10,9,19,17,45.0,3.0,52,SW,SW
5248,2012,09,20,3.0,2,2,11,12,38.0,3.0,59,SE,NE
5249,2012,07,28,5.0,0,0,1,1,30.0,2.0,18,SE,NE
5250,2013,02,15,4.0,0,0,15,3,7.0,1.0,60,SE,NE
5251,2012,01,06,4.0,8,12,13,10,1.0,1.0,19,NE,SE
5252,2012,07,20,4.0,8,12,12,14,29.0,2.0,16,NE,SE
5253,2012,07,24,1.0,9,8,4,4,30.0,2.0,24,SW,SE
5254,2013,02,18,0.0,11,12,4,4,8.0,1.0,30,NE,SE
5255,2012,06,14,3.0,0,0,16,15,24.0,2.0,1,SE,SE
5256,2012,06,25,0.0,13,10,8,12,26.0,2.0,19,SE,NE
5257,2012,06,30,5.0,3,5,17,16,26.0,2.0,62,SW,SW
5258,2011,10,02,6.0,10,9,6,13,39.0,3.0,47,SW,NE
5259,2012,04,21,5.0,8,12,9,8,16.0,1.0,46,NE,SW
5260,2012,03,01,3.0,19,17,8,12,9.0,1.0,51,SW,NE
5261,2013,02,19,1.0,15,3,18,18,8.0,1.0,42,NE,NW
5262,2012,05,19,5.0,14,11,3,5,20.0,1.0,4,NE,SW
5263,2012,08,09,3.0,15,3,7,7,32.0,2.0,13,NE,SE
5264,2012,09,21,4.0,4,4,3,5,38.0,3.0,0,SE,SW
5265,2012,04,23,0.0,0,0,2,2,17.0,1.0,37,SE,SE
5266,2013,02,22,4.0,3,5,10,9,8.0,1.0,17,SW,SW
5267,2012,04,23,0.0,19,17,0,0,17.0,1.0,43,SW,SE
5268,2012,03,09,4.0,4,4,10,9,10.0,1.0,27,SE,SW
5269,2012,09,30,6.0,6,13,12,14,39.0,3.0,14,NE,SE
5270,2012,03,20,1.0,11,12,4,4,12.0,1.0,30,NE,SE
5271,2013,03,02,5.0,0,0,10,9,9.0,1.0,40,SE,SW
5272,2013,01,13,6.0,14,11,3,5,2.0,1.0,4,NE,SW
5273,2012,07,31,1.0,2,2,11,12,31.0,2.0,59,SE,NE
5274,2011,11,03,3.0,15,3,10,9,44.0,3.0,39,NE,SW
5275,2012,04,18,2.0,9,8,3,5,16.0,1.0,2,SW,SW
5276,2012,12,22,5.0,5,6,11,12,51.0,3.0,61,NE,NE
5277,2012,07,27,4.0,10,9,9,8,30.0,2.0,38,SW,SW
5278,2012,04,02,0.0,14,11,3,5,14.0,1.0,4,NE,SW
5279,2013,01,22,1.0,19,17,0,0,4.0,1.0,43,SW,SE
5280,2012,09,02,6.0,15,3,17,16,35.0,3.0,31,NE,SW
5281,2012,07,15,6.0,0,0,13,10,28.0,2.0,58,SE,SE
5282,2012,08,23,3.0,9,8,8,12,34.0,2.0,46,SW,NE
5283,2011,11,28,0.0,8,12,10,9,48.0,3.0,48,NE,SW
5284,2012,05,10,3.0,18,18,10,9,19.0,1.0,11,NW,SW
5285,2012,01,23,0.0,10,9,18,18,4.0,1.0,11,SW,NW
5286,2013,02,05,1.0,14,11,0,0,6.0,1.0,15,NE,SE
5287,2013,02,07,3.0,15,3,16,15,6.0,1.0,7,NE,SE
5288,2012,03,05,0.0,19,17,8,12,10.0,1.0,51,SW,NE
5289,2012,12,24,0.0,1,1,11,12,52.0,3.0,35,NE,NE
5290,2012,10,06,5.0,15,3,5,6,40.0,3.0,44,NE,NE
5291,2011,10,23,6.0,16,15,4,4,42.0,3.0,28,SE,SE
5292,2012,10,31,2.0,13,10,0,0,44.0,3.0,58,SE,SE
5293,2012,04,18,2.0,13,10,11,12,16.0,1.0,20,SE,NE
5294,2011,11,14,0.0,15,3,3,5,46.0,3.0,21,NE,SW
5295,2012,06,10,6.0,16,15,0,0,23.0,2.0,1,SE,SE
5296,2011,09,08,3.0,1,1,6,13,36.0,3.0,36,NE,NE
5297,2011,10,31,0.0,16,15,0,0,44.0,3.0,1,SE,SE
5298,2012,04,01,6.0,4,4,1,1,13.0,1.0,33,SE,NE
5299,2012,10,30,1.0,19,17,1,1,44.0,3.0,53,SW,NE
5300,2012,01,20,4.0,18,18,15,3,3.0,1.0,42,NW,NE
5301,2012,05,07,0.0,0,0,12,14,19.0,1.0,55,SE,SE
5302,2011,12,08,3.0,6,13,15,3,49.0,3.0,10,NE,NE
5303,2012,09,17,0.0,1,1,6,13,38.0,3.0,36,NE,NE
5304,2012,10,06,5.0,16,15,0,0,40.0,3.0,1,SE,SE
5305,2011,10,18,1.0,18,18,10,9,42.0,3.0,11,NW,SW
5306,2012,03,27,1.0,16,15,0,0,13.0,1.0,1,SE,SE
5307,2012,09,27,3.0,10,9,15,3,39.0,3.0,39,SW,NE
5308,2013,02,27,2.0,15,3,9,8,9.0,1.0,34,NE,SW
5309,2013,01,25,4.0,0,0,4,4,4.0,1.0,5,SE,SE
5310,2012,12,10,0.0,6,13,19,17,50.0,3.0,50,NE,SW
5311,2012,01,05,3.0,16,15,0,0,1.0,1.0,1,SE,SE
5312,2012,12,06,3.0,0,0,13,10,49.0,3.0,58,SE,SE
5313,2012,05,02,2.0,15,3,14,11,18.0,1.0,54,NE,NE
5314,2011,11,11,4.0,19,17,1,1,45.0,3.0,53,SW,NE
5315,2012,07,31,1.0,12,14,16,15,31.0,2.0,9,SE,SE
5316,2012,05,24,3.0,19,17,10,9,21.0,1.0,52,SW,SW
5317,2012,03,24,5.0,3,5,19,17,12.0,1.0,23,SW,SW
5318,2012,06,21,3.0,12,14,0,0,25.0,2.0,55,SE,SE
5319,2012,10,01,0.0,15,3,1,1,40.0,3.0,22,NE,NE
5320,2011,11,04,4.0,8,12,9,8,44.0,3.0,46,NE,SW
5321,2011,12,26,0.0,6,13,0,0,52.0,3.0,3,NE,SE
5322,2012,07,10,1.0,0,0,1,1,28.0,2.0,18,SE,NE
5323,2012,03,01,3.0,5,6,15,3,9.0,1.0,44,NE,NE
5324,2012,11,15,3.0,4,4,16,15,46.0,3.0,28,SE,SE
5325,2012,07,10,1.0,16,15,1,1,28.0,2.0,45,SE,NE
5326,2011,09,16,4.0,0,0,4,4,37.0,3.0,5,SE,SE
5327,2011,11,24,3.0,19,17,8,12,47.0,3.0,51,SW,NE
5328,2012,10,04,3.0,2,2,0,0,40.0,3.0,37,SE,SE
5329,2012,09,12,2.0,18,18,19,17,37.0,3.0,63,NW,SW
5330,2012,08,20,0.0,3,5,18,18,34.0,2.0,25,SW,NW
5331,2012,04,14,5.0,18,18,19,17,15.0,1.0,63,NW,SW
5332,2012,02,11,5.0,1,1,19,17,6.0,1.0,53,NE,SW
5333,2012,06,10,6.0,9,8,10,9,23.0,2.0,38,SW,SW
5334,2011,10,27,3.0,4,4,15,3,43.0,3.0,8,SE,NE
5335,2011,11,03,3.0,14,11,15,3,44.0,3.0,54,NE,NE
5336,2011,11,22,1.0,10,9,15,3,47.0,3.0,39,SW,NE
5337,2012,03,02,4.0,18,18,3,5,9.0,1.0,25,NW,SW
5338,2012,12,03,0.0,17,16,3,5,49.0,3.0,62,SW,SW
5339,2013,01,09,2.0,3,5,18,18,2.0,1.0,25,SW,NW
5340,2012,12,14,4.0,10,9,3,5,50.0,3.0,17,SW,SW
5341,2012,11,05,0.0,10,9,4,4,45.0,3.0,27,SW,SE
5342,2012,09,21,4.0,8,12,13,10,38.0,3.0,19,NE,SE
5343,2013,01,17,3.0,14,11,15,3,3.0,1.0,54,NE,NE
5344,2012,03,07,2.0,11,12,4,4,10.0,1.0,30,NE,SE
5345,2012,08,29,2.0,18,18,15,3,35.0,2.0,42,NW,NE
5346,2013,01,09,2.0,17,16,15,3,2.0,1.0,31,SW,NE
5347,2012,04,29,6.0,0,0,11,12,17.0,1.0,6,SE,NE
5348,2013,02,04,0.0,15,3,10,9,6.0,1.0,39,NE,SW
5349,2012,05,12,5.0,10,9,4,4,19.0,1.0,27,SW,SE
5350,2012,04,06,4.0,4,4,15,3,14.0,1.0,8,SE,NE
5351,2012,12,05,2.0,3,5,10,9,49.0,3.0,17,SW,SW
5352,2012,09,24,0.0,14,11,3,5,39.0,3.0,4,NE,SW
5353,2012,11,21,2.0,8,12,12,14,47.0,3.0,16,NE,SE
5354,2012,05,12,5.0,15,3,19,17,19.0,1.0,41,NE,SW
5355,2012,04,12,3.0,19,17,15,3,15.0,1.0,41,SW,NE
5356,2012,12,05,2.0,18,18,15,3,49.0,3.0,42,NW,NE
5357,2012,10,13,5.0,19,17,10,9,41.0,3.0,52,SW,SW
5358,2011,09,13,1.0,15,3,19,17,37.0,3.0,41,NE,SW
5359,2012,07,04,2.0,11,12,0,0,27.0,2.0,6,NE,SE
5360,2012,12,22,5.0,10,9,7,7,51.0,3.0,29,SW,SE
5361,2012,12,31,0.0,6,13,15,3,1.0,3.0,10,NE,NE
5362,2013,02,18,0.0,12,14,16,15,8.0,1.0,9,SE,SE
5363,2012,08,13,0.0,9,8,10,9,33.0,2.0,38,SW,SW
5364,2011,11,14,0.0,10,9,18,18,46.0,3.0,11,SW,NW
5365,2013,02,03,6.0,0,0,13,10,5.0,1.0,58,SE,SE
5366,2012,11,28,2.0,11,12,15,3,48.0,3.0,12,NE,NE
5367,2013,02,02,5.0,15,3,16,15,5.0,1.0,7,NE,SE
5368,2013,02,03,6.0,7,7,15,3,5.0,1.0,13,SE,NE
5369,2012,09,03,0.0,4,4,11,12,36.0,3.0,30,SE,NE
5370,2012,04,29,6.0,0,0,15,3,17.0,1.0,60,SE,NE
5371,2012,07,10,1.0,3,5,4,4,28.0,2.0,0,SW,SE
5372,2012,12,13,3.0,2,2,11,12,50.0,3.0,59,SE,NE
5373,2013,01,11,4.0,8,12,12,14,2.0,1.0,16,NE,SE
5374,2011,12,19,0.0,11,12,5,6,51.0,3.0,61,NE,NE
5375,2012,07,11,2.0,13,10,8,12,28.0,2.0,19,SE,NE
5376,2012,12,23,6.0,1,1,19,17,51.0,3.0,53,NE,SW
5377,2012,10,19,4.0,19,17,0,0,42.0,3.0,43,SW,SE
5378,2012,02,12,6.0,1,1,11,12,6.0,1.0,35,NE,NE
5379,2012,06,22,4.0,6,13,10,9,25.0,2.0,47,NE,SW
5380,2012,09,04,1.0,3,5,18,18,36.0,3.0,25,SW,NW
5381,2012,12,26,2.0,9,8,4,4,52.0,3.0,24,SW,SE
5382,2012,02,23,3.0,3,5,19,17,8.0,1.0,23,SW,SW
5383,2012,01,21,5.0,14,11,3,5,3.0,1.0,4,NE,SW
5384,2012,07,03,1.0,0,0,14,11,27.0,2.0,15,SE,NE
5385,2012,04,24,1.0,2,2,11,12,17.0,1.0,59,SE,NE
5386,2013,01,22,1.0,14,11,3,5,4.0,1.0,4,NE,SW
5387,2012,12,17,0.0,13,10,11,12,51.0,3.0,20,SE,NE
5388,2012,03,19,0.0,6,13,0,0,12.0,1.0,3,NE,SE
5389,2012,05,06,6.0,15,3,1,1,18.0,1.0,22,NE,NE
5390,2012,03,04,6.0,9,8,15,3,9.0,1.0,34,SW,NE
5391,2011,10,02,6.0,15,3,17,16,39.0,3.0,31,NE,SW
5392,2012,10,18,3.0,4,4,16,15,42.0,3.0,28,SE,SE
5393,2012,08,26,6.0,14,11,0,0,34.0,2.0,15,NE,SE
5394,2012,01,13,4.0,8,12,13,10,2.0,1.0,19,NE,SE
5395,2012,05,10,3.0,13,10,0,0,19.0,1.0,58,SE,SE
5396,2012,06,25,0.0,10,9,8,12,26.0,2.0,48,SW,NE
